record_id,qa_status,source_id,focus_agent_id,state,locale,resolution,path,reviewed_slot_1_agent,reviewed_slot_2_agent,reviewed_slot_3_agent,suggested_slot_1_agent,suggested_slot_2_agent,suggested_slot_3_agent,reviewed_unknown_flag,suggested_unknown_flag,suggested_confidence
frame-cv_recent_001-cv_recent_001_001-inrun-006237,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006237.jpg,,,,agent_nicole,agent_vivian,agent_nicole,,false,slot_1_agent:0.7035; slot_2_agent:0.6281; slot_3_agent:0.5011
frame-cv_recent_001-cv_recent_001_001-inrun-006270,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006270.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.6219; slot_2_agent:0.5323; slot_3_agent:0.536
frame-cv_recent_001-cv_recent_001_001-inrun-006303,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006303.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6018; slot_2_agent:0.5695; slot_3_agent:0.5631
frame-cv_recent_001-cv_recent_001_001-inrun-006336,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006336.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6313; slot_2_agent:0.5907; slot_3_agent:0.557
frame-cv_recent_001-cv_recent_001_001-inrun-006369,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006369.jpg,,,,agent_nicole,agent_lycaon,agent_nicole,,false,slot_1_agent:0.5653; slot_2_agent:0.6385; slot_3_agent:0.6644
frame-cv_recent_001-cv_recent_001_001-inrun-006633,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006633.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6062; slot_2_agent:0.5982; slot_3_agent:0.5493
frame-cv_recent_001-cv_recent_001_001-inrun-006699,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006699.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.5649; slot_2_agent:0.5935; slot_3_agent:0.6057
frame-cv_recent_001-cv_recent_001_001-inrun-006732,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006732.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6503; slot_2_agent:0.5712; slot_3_agent:0.5497
frame-cv_recent_001-cv_recent_001_001-inrun-006765,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006765.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5494; slot_2_agent:0.5487; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-006798,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006798.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6804; slot_2_agent:0.6569; slot_3_agent:0.5426
frame-cv_recent_001-cv_recent_001_001-inrun-006831,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006831.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6951; slot_2_agent:0.6364; slot_3_agent:0.5399
frame-cv_recent_001-cv_recent_001_001-inrun-006897,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006897.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6581; slot_2_agent:0.6006; slot_3_agent:0.5464
frame-cv_recent_001-cv_recent_001_001-inrun-006930,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006930.jpg,,,,agent_vivian,unknown,unknown,,false,slot_1_agent:0.5807; slot_2_agent:0.5491; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-006996,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f006996.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.66; slot_2_agent:0.5941; slot_3_agent:0.6209
frame-cv_recent_001-cv_recent_001_001-inrun-007029,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007029.jpg,,,,agent_vivian,unknown,agent_lycaon,,false,slot_1_agent:0.532; slot_2_agent:0.55; slot_3_agent:0.5953
frame-cv_recent_001-cv_recent_001_001-inrun-007095,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007095.jpg,,,,unknown,unknown,agent_vivian,,false,slot_1_agent:0.5433; slot_2_agent:0.5497; slot_3_agent:0.7534
frame-cv_recent_001-cv_recent_001_001-inrun-007128,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007128.jpg,,,,agent_vivian,unknown,agent_vivian,,false,slot_1_agent:0.5152; slot_2_agent:0.339; slot_3_agent:0.717
frame-cv_recent_001-cv_recent_001_001-inrun-007161,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007161.jpg,,,,agent_vivian,agent_nicole,agent_lycaon,,false,slot_1_agent:0.6338; slot_2_agent:0.6257; slot_3_agent:0.6222
frame-cv_recent_001-cv_recent_001_001-inrun-007194,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007194.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.4506; slot_2_agent:0.5672; slot_3_agent:0.5484
frame-cv_recent_001-cv_recent_001_001-inrun-007227,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007227.jpg,,,,agent_nicole,agent_vivian,agent_vivian,,false,slot_1_agent:0.7225; slot_2_agent:0.6893; slot_3_agent:0.627
frame-cv_recent_001-cv_recent_001_001-inrun-007260,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007260.jpg,,,,agent_vivian,agent_vivian,agent_vivian,,false,slot_1_agent:0.5226; slot_2_agent:0.5177; slot_3_agent:0.5264
frame-cv_recent_001-cv_recent_001_001-inrun-007293,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007293.jpg,,,,agent_nicole,unknown,agent_vivian,,false,slot_1_agent:0.6595; slot_2_agent:0.3861; slot_3_agent:0.6127
frame-cv_recent_001-cv_recent_001_001-inrun-007326,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007326.jpg,,,,agent_lycaon,agent_lycaon,unknown,,false,slot_1_agent:0.6254; slot_2_agent:0.6386; slot_3_agent:0.5497
frame-cv_recent_001-cv_recent_001_001-inrun-007359,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007359.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6734; slot_2_agent:0.6589; slot_3_agent:0.5758
frame-cv_recent_001-cv_recent_001_001-inrun-007392,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007392.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6741; slot_2_agent:0.6752; slot_3_agent:0.6249
frame-cv_recent_001-cv_recent_001_001-inrun-007425,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007425.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6455; slot_2_agent:0.5618; slot_3_agent:0.505
frame-cv_recent_001-cv_recent_001_001-inrun-007458,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007458.jpg,,,,agent_vivian,agent_vivian,unknown,,false,slot_1_agent:0.5293; slot_2_agent:0.5917; slot_3_agent:0.4036
frame-cv_recent_001-cv_recent_001_001-inrun-007491,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007491.jpg,,,,agent_vivian,unknown,unknown,,false,slot_1_agent:0.5696; slot_2_agent:0.4556; slot_3_agent:0.5487
frame-cv_recent_001-cv_recent_001_001-inrun-007524,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007524.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.5743; slot_2_agent:0.6323; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-007557,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007557.jpg,,,,agent_vivian,agent_lycaon,agent_vivian,,false,slot_1_agent:0.5936; slot_2_agent:0.559; slot_3_agent:0.5832
frame-cv_recent_001-cv_recent_001_001-inrun-007590,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007590.jpg,,,,agent_nicole,agent_vivian,agent_vivian,,false,slot_1_agent:0.658; slot_2_agent:0.6313; slot_3_agent:0.4973
frame-cv_recent_001-cv_recent_001_001-inrun-007623,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007623.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.6438; slot_2_agent:0.6133; slot_3_agent:0.5726
frame-cv_recent_001-cv_recent_001_001-inrun-007656,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007656.jpg,,,,agent_vivian,agent_vivian,unknown,,false,slot_1_agent:0.437; slot_2_agent:0.6366; slot_3_agent:0.4939
frame-cv_recent_001-cv_recent_001_001-inrun-007689,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007689.jpg,,,,agent_vivian,agent_vivian,agent_lycaon,,false,slot_1_agent:0.6316; slot_2_agent:0.6154; slot_3_agent:0.6351
frame-cv_recent_001-cv_recent_001_001-inrun-007722,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007722.jpg,,,,agent_nicole,agent_vivian,agent_vivian,,false,slot_1_agent:0.6158; slot_2_agent:0.425; slot_3_agent:0.556
frame-cv_recent_001-cv_recent_001_001-inrun-007755,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007755.jpg,,,,agent_nicole,agent_nicole,agent_lycaon,,false,slot_1_agent:0.4674; slot_2_agent:0.5188; slot_3_agent:0.6472
frame-cv_recent_001-cv_recent_001_001-inrun-007788,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007788.jpg,,,,agent_vivian,agent_vivian,agent_vivian,,false,slot_1_agent:0.6247; slot_2_agent:0.5485; slot_3_agent:0.5706
frame-cv_recent_001-cv_recent_001_001-inrun-007821,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007821.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.5458; slot_2_agent:0.6059; slot_3_agent:0.5497
frame-cv_recent_001-cv_recent_001_001-inrun-007854,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007854.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.5421; slot_2_agent:0.5352; slot_3_agent:0.6963
frame-cv_recent_001-cv_recent_001_001-inrun-007887,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007887.jpg,,,,unknown,agent_vivian,unknown,,false,slot_1_agent:0.5308; slot_2_agent:0.6366; slot_3_agent:0.4616
frame-cv_recent_001-cv_recent_001_001-inrun-007920,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007920.jpg,,,,unknown,agent_vivian,unknown,,false,slot_1_agent:0.4941; slot_2_agent:0.6919; slot_3_agent:0.4808
frame-cv_recent_001-cv_recent_001_001-inrun-007953,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007953.jpg,,,,agent_anby,agent_vivian,agent_vivian,,false,slot_1_agent:0.5492; slot_2_agent:0.6032; slot_3_agent:0.6707
frame-cv_recent_001-cv_recent_001_001-inrun-007986,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f007986.jpg,,,,agent_anby,agent_vivian,agent_vivian,,false,slot_1_agent:0.5503; slot_2_agent:0.6596; slot_3_agent:0.4857
frame-cv_recent_001-cv_recent_001_001-inrun-008019,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008019.jpg,,,,agent_anby,unknown,agent_vivian,,false,slot_1_agent:0.5037; slot_2_agent:0.4335; slot_3_agent:0.5496
frame-cv_recent_001-cv_recent_001_001-inrun-008052,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008052.jpg,,,,agent_vivian,agent_vivian,unknown,,false,slot_1_agent:0.4673; slot_2_agent:0.3235; slot_3_agent:0.4584
frame-cv_recent_001-cv_recent_001_001-inrun-008085,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008085.jpg,,,,agent_vivian,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.5123; slot_2_agent:0.6304; slot_3_agent:0.6077
frame-cv_recent_001-cv_recent_001_001-inrun-008118,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008118.jpg,,,,agent_nicole,unknown,agent_nicole,,false,slot_1_agent:0.589; slot_2_agent:0.4777; slot_3_agent:0.592
frame-cv_recent_001-cv_recent_001_001-inrun-008151,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008151.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.5842; slot_2_agent:0.5293; slot_3_agent:0.596
frame-cv_recent_001-cv_recent_001_001-inrun-008184,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008184.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6951; slot_2_agent:0.6202; slot_3_agent:0.5469
frame-cv_recent_001-cv_recent_001_001-inrun-008217,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008217.jpg,,,,agent_nicole,agent_vivian,agent_nicole,,false,slot_1_agent:0.6567; slot_2_agent:0.4808; slot_3_agent:0.5062
frame-cv_recent_001-cv_recent_001_001-inrun-008250,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008250.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.6326; slot_2_agent:0.6067; slot_3_agent:0.5934
frame-cv_recent_001-cv_recent_001_001-inrun-008283,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008283.jpg,,,,agent_vivian,agent_nicole,agent_vivian,,false,slot_1_agent:0.5761; slot_2_agent:0.5979; slot_3_agent:0.6119
frame-cv_recent_001-cv_recent_001_001-inrun-008316,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008316.jpg,,,,agent_nicole,agent_vivian,agent_vivian,,false,slot_1_agent:0.6424; slot_2_agent:0.6919; slot_3_agent:0.5517
frame-cv_recent_001-cv_recent_001_001-inrun-008349,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008349.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.5858; slot_2_agent:0.6669; slot_3_agent:0.4449
frame-cv_recent_001-cv_recent_001_001-inrun-008382,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008382.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6769; slot_2_agent:0.5631; slot_3_agent:0.4935
frame-cv_recent_001-cv_recent_001_001-inrun-008415,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008415.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6471; slot_2_agent:0.6037; slot_3_agent:0.5532
frame-cv_recent_001-cv_recent_001_001-inrun-008448,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008448.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6587; slot_2_agent:0.6263; slot_3_agent:0.5133
frame-cv_recent_001-cv_recent_001_001-inrun-008481,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008481.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.5484; slot_2_agent:0.5872; slot_3_agent:0.547
frame-cv_recent_001-cv_recent_001_001-inrun-008514,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008514.jpg,,,,agent_nicole,agent_nicole,agent_vivian,,false,slot_1_agent:0.5328; slot_2_agent:0.6868; slot_3_agent:0.5928
frame-cv_recent_001-cv_recent_001_001-inrun-008547,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008547.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.6052; slot_2_agent:0.671; slot_3_agent:0.563
frame-cv_recent_001-cv_recent_001_001-inrun-008580,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008580.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.645; slot_2_agent:0.6348; slot_3_agent:0.5772
frame-cv_recent_001-cv_recent_001_001-inrun-008613,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008613.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6763; slot_2_agent:0.6822; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-008646,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008646.jpg,,,,agent_nicole,agent_nicole,agent_nicole,,false,slot_1_agent:0.5697; slot_2_agent:0.605; slot_3_agent:0.6066
frame-cv_recent_001-cv_recent_001_001-inrun-008679,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008679.jpg,,,,unknown,agent_nicole,unknown,,true,slot_1_agent:0.2863; slot_2_agent:0.5365; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-008712,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008712.jpg,,,,unknown,agent_lycaon,agent_vivian,,false,slot_1_agent:0.55; slot_2_agent:0.6485; slot_3_agent:0.6023
frame-cv_recent_001-cv_recent_001_001-inrun-008745,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008745.jpg,,,,agent_vivian,agent_nicole,agent_vivian,,false,slot_1_agent:0.4552; slot_2_agent:0.5841; slot_3_agent:0.5746
frame-cv_recent_001-cv_recent_001_001-inrun-008778,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008778.jpg,,,,agent_vivian,agent_vivian,agent_vivian,,false,slot_1_agent:0.6799; slot_2_agent:0.5291; slot_3_agent:0.5358
frame-cv_recent_001-cv_recent_001_001-inrun-008811,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008811.jpg,,,,agent_nicole,unknown,unknown,,false,slot_1_agent:0.6272; slot_2_agent:0.5489; slot_3_agent:0.5477
frame-cv_recent_001-cv_recent_001_001-inrun-008844,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008844.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.5495; slot_2_agent:0.5932; slot_3_agent:0.4795
frame-cv_recent_001-cv_recent_001_001-inrun-008877,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008877.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.5839; slot_2_agent:0.665; slot_3_agent:0.4445
frame-cv_recent_001-cv_recent_001_001-inrun-008910,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008910.jpg,,,,agent_lycaon,agent_lycaon,unknown,,false,slot_1_agent:0.5347; slot_2_agent:0.6457; slot_3_agent:0.5463
frame-cv_recent_001-cv_recent_001_001-inrun-008943,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008943.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5498; slot_2_agent:0.55; slot_3_agent:0.549
frame-cv_recent_001-cv_recent_001_001-inrun-008976,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f008976.jpg,,,,agent_vivian,agent_lycaon,agent_nicole,,false,slot_1_agent:0.3792; slot_2_agent:0.6085; slot_3_agent:0.6746
frame-cv_recent_001-cv_recent_001_001-inrun-009009,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009009.jpg,,,,unknown,agent_lycaon,agent_vivian,,false,slot_1_agent:0.55; slot_2_agent:0.5673; slot_3_agent:0.6057
frame-cv_recent_001-cv_recent_001_001-inrun-009042,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009042.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.4948; slot_2_agent:0.6298; slot_3_agent:0.4789
frame-cv_recent_001-cv_recent_001_001-inrun-009075,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009075.jpg,,,,unknown,agent_nicole,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.6128; slot_3_agent:0.5251
frame-cv_recent_001-cv_recent_001_001-inrun-009108,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009108.jpg,,,,unknown,agent_lycaon,agent_vivian,,false,slot_1_agent:0.5165; slot_2_agent:0.6262; slot_3_agent:0.5687
frame-cv_recent_001-cv_recent_001_001-inrun-009141,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009141.jpg,,,,unknown,agent_lycaon,unknown,,false,slot_1_agent:0.55; slot_2_agent:0.5032; slot_3_agent:0.3538
frame-cv_recent_001-cv_recent_001_001-inrun-009174,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009174.jpg,,,,agent_lycaon,agent_lycaon,unknown,,false,slot_1_agent:0.4663; slot_2_agent:0.6397; slot_3_agent:0.306
frame-cv_recent_001-cv_recent_001_001-inrun-009207,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009207.jpg,,,,agent_nicole,agent_lycaon,unknown,,false,slot_1_agent:0.5468; slot_2_agent:0.6998; slot_3_agent:0.5413
frame-cv_recent_001-cv_recent_001_001-inrun-009240,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009240.jpg,,,,agent_nicole,agent_nicole,unknown,,false,slot_1_agent:0.6517; slot_2_agent:0.6726; slot_3_agent:0.55
frame-cv_recent_001-cv_recent_001_001-inrun-009273,needs_review,cv_recent_001,,inrun,EN,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_001_cv_recent_001_001_inrun_f009273.jpg,,,,agent_nicole,agent_lycaon,agent_lycaon,,false,slot_1_agent:0.6539; slot_2_agent:0.6882; slot_3_agent:0.6793
